frame,time,left_WRIST,left_THUMB_CMC,left_THUMB_MCP,left_THUMB_IP,left_THUMB_TIP,left_INDEX_MCP,left_INDEX_PIP,left_INDEX_DIP,left_INDEX_TIP,left_MIDDLE_MCP,left_MIDDLE_PIP,left_MIDDLE_DIP,left_MIDDLE_TIP,left_RING_MCP,left_RING_PIP,left_RING_DIP,left_RING_TIP,left_PINKY_MCP,left_PINKY_PIP,left_PINKY_DIP,left_PINKY_TIP,right_WRIST,right_THUMB_CMC,right_THUMB_MCP,right_THUMB_IP,right_THUMB_TIP,right_INDEX_MCP,right_INDEX_PIP,right_INDEX_DIP,right_INDEX_TIP,right_MIDDLE_MCP,right_MIDDLE_PIP,right_MIDDLE_DIP,right_MIDDLE_TIP,right_RING_MCP,right_RING_PIP,right_RING_DIP,right_RING_TIP,right_PINKY_MCP,right_PINKY_PIP,right_PINKY_DIP,right_PINKY_TIP
1774,17:36:27,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(0.38357613613111824,-0.08687272887829327)","(0.7353087782427788,-0.24359931850963207)","(0.9856089983536834,-0.373707490463911)","(1.1747258411154686,-0.4820241613150483)","(0.6670880690999175,-0.7774024643554822)","(0.8300147581302686,-1.04683212762821)","(0.904427800434953,-1.182277385881875)","(0.9754505999814435,-1.2888285188012554)","(0.46545517449667506,-0.88507145504432)","(0.5903363485653341,-1.1992644284475067)","(0.6576792327128989,-1.3641186655225281)","(0.7244672712550819,-1.4895365906645608)","(0.2468810741400782,-0.9187932175312312)","(0.3389510169840488,-1.233833471398913)","(0.3947844977456347,-1.4264021263663003)","(0.4657964886115008,-1.5812695028338049)","(0.007333169385644691,-0.8879561718064996)","(0.044811749032516036,-1.1567775465529808)","(0.08083403910993743,-1.3270415282804742)","(0.14208571130774228,-1.4805010140484354)"
1775,17:36:28,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(0.3838893544329607,-0.0697197469234816)","(0.7518852937983124,-0.22979763436825928)","(1.0107601011457676,-0.3624642493479778)","(1.1944053269145067,-0.4779721216520325)","(0.6789190469987891,-0.776173288223871)","(0.841322981064123,-1.047428628149352)","(0.9111025855839123,-1.195745109543582)","(0.9730964619910303,-1.3122978801875445)","(0.46950341347249724,-0.8829306568115489)","(0.5897139399300767,-1.195895569032939)","(0.6551617790538454,-1.3660150983324364)","(0.7179548440765176,-1.494088295194399)","(0.2452205883008548,-0.9164874043057135)","(0.32969417256605216,-1.2317139795341923)","(0.37963889424609387,-1.418502585382609)","(0.44022905293489223,-1.560776711544098)","(0.0009995566184537214,-0.8844413679445223)","(0.031596982064094406,-1.1547166416677859)","(0.06551405760905757,-1.3275090899119475)","(0.12209090310017598,-1.4789515812659457)"
1776,17:36:28,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(0.36380728086937686,-0.0848680307002657)","(0.7396557928876927,-0.2771884294739469)","(1.0073088620103938,-0.4606270752256833)","(1.143432914847179,-0.6356688366427385)","(0.6637174163306906,-0.8029359076378966)","(0.8311162154094757,-1.111474579686357)","(0.8471108510603126,-1.026527538169133)","(0.8069997363732698,-0.8766959546697023)","(0.46225085381647996,-0.8867492025065121)","(0.5863607500511586,-1.225268249192637)","(0.5989110173915049,-1.1124527778567692)","(0.5753124258408631,-0.9604692885485219)","(0.2338945803183999,-0.929757770980291)","(0.34683596565251723,-1.2517612139325387)","(0.37799677317659724,-1.156067399648105)","(0.3695758948925598,-1.0205189412636901)","(-0.01905423299768971,-0.9368037916273422)","(0.05637649580620413,-1.1938477169292316)","(0.09961463387499973,-1.129733107372572)","(0.10819908754614983,-1.0268188498797628)"
1777,17:36:28,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(0.3852070145751926,-0.08475634854882315)","(0.7730657889706641,-0.27991092622302033)","(1.0434376352697736,-0.47001176280687085)","(1.186034137897977,-0.6615679823775096)","(0.6860248849243824,-0.7899014151017489)","(0.8651825984480391,-1.1088893405950224)","(0.8958674545780027,-1.0695116300241891)","(0.8750374976109166,-0.9552886951195491)","(0.4756270306850338,-0.8796470472193594)","(0.6122836709265057,-1.2383497621962107)","(0.6288797864774804,-1.1590147661606909)","(0.6153459686174324,-1.0308033277772555)","(0.23963442901823245,-0.9249670627777413)","(0.36060242514558893,-1.2624419482544285)","(0.3935380022283608,-1.2045821629018154)","(0.3987101642249829,-1.100267095411103)","(-0.018859230441261855,-0.9322362428090955)","(0.05059322885546981,-1.2059759380679975)","(0.09682542011895114,-1.1756053180098045)","(0.11738252952810993,-1.1012597412431173)"
1778,17:36:28,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(0.39798236754979655,-0.15265191465679034)","(0.7102570311827069,-0.38200493975229677)","(0.8659157581975323,-0.6218902727092835)","(0.7935259271506713,-0.8463766900675693)","(0.5185302326770838,-0.9018289231856245)","(0.7352630687796228,-0.9836809771467427)","(0.6973828205438493,-0.686731090818641)","(0.6095944074789121,-0.5838403153305728)","(0.3321758335312435,-0.9432174805514493)","(0.5581789585959662,-0.9383791437721921)","(0.5052249524756499,-0.6165665761207415)","(0.4014651160644619,-0.5669465415563683)","(0.12239631876522496,-0.9335049053781759)","(0.36007951922668346,-0.9575975158288552)","(0.3318402514225559,-0.6523589849226062)","(0.2300971600745869,-0.5887086743660744)","(-0.11052927142821135,-0.8825794030381077)","(0.1317446655936441,-0.9011934520951176)","(0.15341881651352282,-0.6785007394547017)","(0.07460764183176134,-0.6114828073966863)"
1779,17:36:28,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(0.3594860480826868,-0.14642993926965275)","(0.6925486129197901,-0.37652548899865634)","(0.8520801534441436,-0.6246009248958414)","(0.7167780004710865,-0.8099990242056574)","(0.48298662950169663,-0.9163477012292647)","(0.7252842385864613,-0.9039882095959498)","(0.6546638109635048,-0.6075434798669711)","(0.5340745858656344,-0.5560794283704108)","(0.2900075956208634,-0.9570243437249681)","(0.5431876538508528,-0.8647955374382316)","(0.48304196933259436,-0.5613360485595938)","(0.36538110904961757,-0.5457518709628829)","(0.08995725971967135,-0.9330938908224338)","(0.35495548315615105,-0.8586000483938188)","(0.31943552557779215,-0.5669329215921223)","(0.20429300095784034,-0.5343846382615335)","(-0.11361109643597941,-0.8695691578889274)","(0.15794701265256325,-0.8321083652366942)","(0.15474302727059,-0.6111361715574236)","(0.04769837097938858,-0.5596753558230898)"
1780,17:36:28,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(0.39269488521300483,-0.14747946815306262)","(0.7465130410358373,-0.38357827106033177)","(0.9287100695312631,-0.6482754622174324)","(0.8014859767143935,-0.8545080024756088)","(0.5461004221605389,-0.8977829724837398)","(0.7575324492107124,-0.9513111518731172)","(0.7090259608412657,-0.6616922574334883)","(0.6079502296212708,-0.5893237578272577)","(0.34004357574548644,-0.9404096801895563)","(0.5588586739001052,-0.9364884403592104)","(0.5087187125777342,-0.6210226740436252)","(0.3989158637769228,-0.5774573636767921)","(0.11446520135979894,-0.9332495963294399)","(0.34652446239254847,-0.9342620863621942)","(0.3235089801902805,-0.6326774130884081)","(0.22024267345939846,-0.5822275543293486)","(-0.12629047081356443,-0.8889329377538977)","(0.12193847263233962,-0.9096002911628099)","(0.1340597485141303,-0.6750838295022349)","(0.04235642706028258,-0.6070846918380579)"
1781,17:36:28,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(0.3918228968100541,-0.11925671930226062)","(0.7840887146904357,-0.3787594277713217)","(0.9894089190912819,-0.6757617386050856)","(0.8515503010275358,-0.9001680870689568)","(0.6199321617304164,-0.8723651836191012)","(0.823835058015828,-1.0068136435730404)","(0.7669510990325403,-0.6915524103557459)","(0.6727224175618154,-0.6102053909612271)","(0.39511203044723886,-0.9186329426903109)","(0.6097698404434344,-0.9961068841388174)","(0.5424879973141508,-0.635250823296745)","(0.4309508999147895,-0.6069818061045855)","(0.1510498433464158,-0.9215643588444711)","(0.37797864057279673,-0.9860208726390794)","(0.33907165577007303,-0.6412778715155416)","(0.22647408327199767,-0.5958263274320411)","(-0.11632628588843849,-0.8950835851083166)","(0.13593323319357592,-0.9586230547565392)","(0.13894208928636884,-0.6921128671704958)","(0.03621014876723942,-0.6176850276735917)"
1782,17:36:28,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(0.41338794531298784,-0.13043364069354782)","(0.8090578827141809,-0.3957346523012818)","(1.016125105393018,-0.7126304535258287)","(0.8786726831098696,-0.9658120050063678)","(0.6337430915928456,-0.8670941342211321)","(0.8365715389535027,-1.0391269988130811)","(0.7859871727454317,-0.7200562604416528)","(0.6890349350871888,-0.6008511106522463)","(0.41062282650684584,-0.9118052941015032)","(0.6284670549183126,-1.035435515075621)","(0.5657897120671989,-0.6700842045402124)","(0.453836985924521,-0.5969074514825151)","(0.1657343527510676,-0.917996656702488)","(0.39210859239082846,-1.0291525489892992)","(0.36030349769084435,-0.6816262436926713)","(0.2552408322645075,-0.5974443117100124)","(-0.11221047171501906,-0.8980606696523599)","(0.1419681854757303,-0.9944226750137052)","(0.15658635980079863,-0.723839499577361)","(0.06667710852264327,-0.6210871257016124)"
1783,17:36:28,"(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(-1.0,-1.0)","(0.0,0.0)","(0.46887880573109336,-0.171080483862663)","(0.8538173470723316,-0.43090989498704163)","(1.0683625389036275,-0.7461761643687815)","(0.9289754084117944,-1.0045717920521793)","(0.6412428488990557,-0.8639540160717964)","(0.8490772485827383,-1.0834234933202045)","(0.8324329253880912,-0.7656524946570717)","(0.7329283332907287,-0.629804627767268)","(0.4240973209303484,-0.9056166199776268)","(0.6491909939204406,-1.0810706384041908)","(0.6106226771637117,-0.7175630978112331)","(0.4809218626635949,-0.6162023699367812)","(0.17409518735377577,-0.9214120330759894)","(0.41629322499158383,-1.094528687452409)","(0.4113552054047318,-0.7543639653288052)","(0.29772549882887955,-0.6511465693451036)","(-0.11945789200142423,-0.9153844892563254)","(0.1532993121061392,-1.0538857657999383)","(0.1941683684603729,-0.7996324275899382)","(0.09685421673686806,-0.6862616473769334)"
